source,target,source_id_lab,target_id_lab,weight,weight_recs,weight_tfidf
12,39,UBERON:0001159 Sigmoid Colon,ASCTB-TEMP:ta,1,2,0.028319799
13,15,UBERON:0002115 Jejunum,ASCTB-TEMP:b,1,2,0.000582724
13,16,UBERON:0002115 Jejunum,ASCTB-TEMP:cd4-t-cell,1,2,0.042420731
13,17,UBERON:0002115 Jejunum,ASCTB-TEMP:cd57-enterocyte,1,2,0.000300624
13,18,UBERON:0002115 Jejunum,ASCTB-TEMP:cd66-enterocyte,1,2,0.008730725
13,19,UBERON:0002115 Jejunum,ASCTB-TEMP:cd7-immune,1,2,0.002176273
13,20,UBERON:0002115 Jejunum,ASCTB-TEMP:cd8-t,1,4,0.088223175
13,21,UBERON:0002115 Jejunum,ASCTB-TEMP:cycling-ta,1,2,0.065944361
13,22,UBERON:0002115 Jejunum,ASCTB-TEMP:dc,1,2,0.010199681
13,23,UBERON:0002115 Jejunum,ASCTB-TEMP:endothelial,1,2,0.058766487
13,24,UBERON:0002115 Jejunum,ASCTB-TEMP:enterocyte,1,2,0.248182195
13,25,UBERON:0002115 Jejunum,ASCTB-TEMP:goblet,1,2,0.040280049
13,26,UBERON:0002115 Jejunum,ASCTB-TEMP:icc,1,2,0.003958275
13,27,UBERON:0002115 Jejunum,ASCTB-TEMP:lymphatic,1,4,0.024547819
13,28,UBERON:0002115 Jejunum,ASCTB-TEMP:m1-macrophage,1,2,0.003856992
13,29,UBERON:0002115 Jejunum,ASCTB-TEMP:m2-macrophage,1,2,0.031476749
13,30,UBERON:0002115 Jejunum,ASCTB-TEMP:muc1-enterocyte,1,2,0.001199321
13,31,UBERON:0002115 Jejunum,ASCTB-TEMP:nerve,1,2,0.025256008
13,32,UBERON:0002115 Jejunum,ASCTB-TEMP:neuroendocrine,1,2,0.004614145
13,33,UBERON:0002115 Jejunum,ASCTB-TEMP:neutrophil,1,2,0.00618152
13,34,UBERON:0002115 Jejunum,ASCTB-TEMP:nk,1,2,0.002147805
13,35,UBERON:0002115 Jejunum,ASCTB-TEMP:paneth,1,2,0.030813629
13,36,UBERON:0002115 Jejunum,ASCTB-TEMP:plasma,1,2,0.026151718
13,37,UBERON:0002115 Jejunum,ASCTB-TEMP:smooth-muscle,1,2,0.085388102
13,38,UBERON:0002115 Jejunum,ASCTB-TEMP:stroma,1,2,0.059780107
13,39,UBERON:0002115 Jejunum,ASCTB-TEMP:ta,1,2,0.021433127
14,15,UBERON:0002116 Ileum,ASCTB-TEMP:b,1,1,0.002583919
14,16,UBERON:0002116 Ileum,ASCTB-TEMP:cd4-t-cell,1,1,0.030737539
14,17,UBERON:0002116 Ileum,ASCTB-TEMP:cd57-enterocyte,1,1,3.17045E-05
14,18,UBERON:0002116 Ileum,ASCTB-TEMP:cd66-enterocyte,1,1,0.002758294
14,19,UBERON:0002116 Ileum,ASCTB-TEMP:cd7-immune,1,1,0.001204772
14,20,UBERON:0002116 Ileum,ASCTB-TEMP:cd8-t,1,2,0.051313777
14,21,UBERON:0002116 Ileum,ASCTB-TEMP:cycling-ta,1,1,0.032481288
14,22,UBERON:0002116 Ileum,ASCTB-TEMP:dc,1,1,0.007054257
14,23,UBERON:0002116 Ileum,ASCTB-TEMP:endothelial,1,1,0.063694395
14,24,UBERON:0002116 Ileum,ASCTB-TEMP:enterocyte,1,1,0.215076735
14,25,UBERON:0002116 Ileum,ASCTB-TEMP:goblet,1,1,0.044433895
14,26,UBERON:0002116 Ileum,ASCTB-TEMP:icc,1,1,0.006409574
14,27,UBERON:0002116 Ileum,ASCTB-TEMP:lymphatic,1,2,0.040740318
14,28,UBERON:0002116 Ileum,ASCTB-TEMP:m1-macrophage,1,1,0.000951136
14,29,UBERON:0002116 Ileum,ASCTB-TEMP:m2-macrophage,1,1,0.053961105
14,30,UBERON:0002116 Ileum,ASCTB-TEMP:muc1-enterocyte,1,1,0.000966988
14,31,UBERON:0002116 Ileum,ASCTB-TEMP:nerve,1,1,0.027963393
14,32,UBERON:0002116 Ileum,ASCTB-TEMP:neuroendocrine,1,1,0.005151986
14,33,UBERON:0002116 Ileum,ASCTB-TEMP:neutrophil,1,1,0.002821703
14,34,UBERON:0002116 Ileum,ASCTB-TEMP:nk,1,1,0.001014545
14,35,UBERON:0002116 Ileum,ASCTB-TEMP:paneth,1,1,0.027697651
14,36,UBERON:0002116 Ileum,ASCTB-TEMP:plasma,1,1,0.021844419
14,37,UBERON:0002116 Ileum,ASCTB-TEMP:smooth-muscle,1,1,0.138358557
14,38,UBERON:0002116 Ileum,ASCTB-TEMP:stroma,1,1,0.104260338
14,39,UBERON:0002116 Ileum,ASCTB-TEMP:ta,1,1,0.024171904
