rui_location,organ,as_label,as_id,intersection_volume
http://purl.org/ccf/1.5/26edd761-8b50-453c-9b03-2337806c9e3a,VHFLeftKidney,renal pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,2673.251
http://purl.org/ccf/1.5/52c4948d-bdc2-4201-a991-61a2c0a565c0,VHFLeftKidney,renal pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,2149.598
http://purl.org/ccf/1.5/61d9f366-c050-4c28-995f-32ab920a7ca8,VHFLeftKidney,renal pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,8149.503
http://purl.org/ccf/1.5/8d126897-60f6-433e-a56b-cbe730475742,VHFLeftKidney,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,132321.3
http://purl.org/ccf/1.5/8f99a469-7d51-46dc-919d-2e002eeae868,VHFLeftKidney,renal pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,2480.148
http://purl.org/ccf/1.5/bd004aeb-6e60-4d5b-8d40-cfdd55b8b6fe,VHFLeftKidney,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,132321.3
http://purl.org/ccf/1.5/bd004aeb-6e60-4d5b-8d40-cfdd55b8b6fe,VHFLeftKidney,renal column,http://purl.obolibrary.org/obo/UBERON_0001284,72301.89
http://purl.org/ccf/1.5/bd004aeb-6e60-4d5b-8d40-cfdd55b8b6fe,VHFLeftKidney,renal pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,8149.503
http://purl.org/ccf/1.5/fd380a0c-2915-4d73-b3f4-d161badbaccb,VHFLeftKidney,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,132321.3
http://purl.org/ccf/1.5/fd380a0c-2915-4d73-b3f4-d161badbaccb,VHFLeftKidney,renal column,http://purl.obolibrary.org/obo/UBERON_0001284,72301.89
http://purl.org/ccf/1.5/fd380a0c-2915-4d73-b3f4-d161badbaccb,VHFLeftKidney,renal pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,2896.476
http://purl.org/ccf/1.5/5764d42e-95e4-4e5a-b36e-ca498354906d,VHFLeftUreter,left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,668.666
http://purl.org/ccf/1.5/c5e652ed-7e40-41de-bfc0-a73f05a0c66a,VHFLeftUreter,left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,668.666
http://purl.org/ccf/1.5/05310dee-180d-4e59-8c58-b101d12f4c73,VHFLung,Right Superior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7366,234868.7
http://purl.org/ccf/1.5/05310dee-180d-4e59-8c58-b101d12f4c73,VHFLung,Right Posterior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7339,161360.7
http://purl.org/ccf/1.5/09b9e49f-dd9c-4f9f-a7dc-258ac0d08530,VHFLung,Right anterior basal bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7364,185551.3
http://purl.org/ccf/1.5/09b9e49f-dd9c-4f9f-a7dc-258ac0d08530,VHFLung,Right Lateral Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7361,83916.23
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,VHFLung,Right Medial Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7360,149921.4
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,VHFLung,Right Lateral Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7361,83916.23
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,VHFLung,Lateral segmental bronchus,http://purl.org/sig/ont/fma/fma7402,588.9755
http://purl.org/ccf/1.5/0cd47185-8e8a-4f56-a167-bf93de928553,VHFLung,Right anterior basal bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7364,185551.3
http://purl.org/ccf/1.5/0cd47185-8e8a-4f56-a167-bf93de928553,VHFLung,Right Lateral Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7361,83916.23
http://purl.org/ccf/1.5/2243b679-6c6c-4b66-9479-fef2640f2872,VHFLung,Right Anterior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7359,374148.9
http://purl.org/ccf/1.5/25c3d20d-d856-4a22-b926-6ee9a5f4a1d4,VHFLung,Right anterior basal bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7364,185551.3
http://purl.org/ccf/1.5/25c3d20d-d856-4a22-b926-6ee9a5f4a1d4,VHFLung,Right Lateral Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7361,83916.23
http://purl.org/ccf/1.5/3545c186-aafd-4477-adc5-6ee21219cf87,VHFLung,Right Anterior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7359,374148.9
http://purl.org/ccf/1.5/3c299376-82f1-4c1f-b283-2c03cb7922e2,VHFLung,Right anterior basal bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7364,185551.3
http://purl.org/ccf/1.5/3c299376-82f1-4c1f-b283-2c03cb7922e2,VHFLung,Right Medial Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7360,149921.4
http://purl.org/ccf/1.5/4890aa9b-26a3-4db5-b25a-66e18cbc2158,VHFLung,Right Anterior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7359,374148.9
http://purl.org/ccf/1.5/559cb26d-2bed-41a6-8cdf-d5da5f4b52d2,VHFLung,Right Posterior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7339,161360.7
http://purl.org/ccf/1.5/8af0476d-e6e6-4b55-afae-5eec8c9c1cb5,VHFLung,Right anterior basal bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7364,185551.3
http://purl.org/ccf/1.5/8af0476d-e6e6-4b55-afae-5eec8c9c1cb5,VHFLung,Right Medial Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7360,149921.4
http://purl.org/ccf/1.5/9131c76e-62cb-4433-a216-64e9fa0450c5,VHFLung,Right Posterior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7339,161360.7
http://purl.org/ccf/1.5/9131c76e-62cb-4433-a216-64e9fa0450c5,VHFLung,Right Apical Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7338,151252.1
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,VHFLung,Right Anterior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7359,374148.9
http://purl.org/ccf/1.5/965b263e-b1b5-44c3-86ef-bb682091be05,VHFLung,Right apical segmental bronchus,http://purl.org/sig/ont/fma/fma7398,2537.346
http://purl.org/ccf/1.5/ab9cafec-3eff-49ac-b2a9-ba96c22d80f9,VHFLung,Left posterior bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7386,155013.7
http://purl.org/ccf/1.5/ab9cafec-3eff-49ac-b2a9-ba96c22d80f9,VHFLung,Left apical bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7385,113080.3
http://purl.org/ccf/1.5/c5d8b584-d6b7-4a98-8330-a97ecec688f8,VHFLung,Right Superior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7366,234868.7
http://purl.org/ccf/1.5/c5d8b584-d6b7-4a98-8330-a97ecec688f8,VHFLung,Right Posterior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7339,161360.7
http://purl.org/ccf/1.5/ca4a4754-6937-4d08-9eb0-bf400492c22c,VHFLung,Right Medial Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7360,149921.4
http://purl.org/ccf/1.5/dcbd8b51-3a18-4025-97c1-e1867e346a18,VHFLung,Right Anterior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7359,374148.9
http://purl.org/ccf/1.5/dcbd8b51-3a18-4025-97c1-e1867e346a18,VHFLung,Right Medial Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7360,149921.4
http://purl.org/ccf/1.5/dcbd8b51-3a18-4025-97c1-e1867e346a18,VHFLung,Right anterior segmental bronchus,http://purl.org/sig/ont/fma/fma7400,2374.755
http://purl.org/ccf/1.5/e7d21a48-63dd-45d8-aedd-e4abed52d5d8,VHFLung,Right Apical Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7338,151252.1
http://purl.org/ccf/1.5/e7d21a48-63dd-45d8-aedd-e4abed52d5d8,VHFLung,right lung hilus,http://purl.obolibrary.org/obo/UBERON_0004888,-2918.497
http://purl.org/ccf/1.5/e7d21a48-63dd-45d8-aedd-e4abed52d5d8,VHFLung,right lung hilus,http://purl.obolibrary.org/obo/UBERON_0004888,-13356.06
http://purl.org/ccf/1.5/f1c3f780-6627-4c56-aada-97cb158f540d,VHFLung,Right Posterior Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7339,161360.7
http://purl.org/ccf/1.5/f1c3f780-6627-4c56-aada-97cb158f540d,VHFLung,Right Apical Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7338,151252.1
http://purl.org/ccf/1.5/f8a20a09-a700-439b-a518-60347cd7b156,VHFLung,Right anterior basal bronchopulmonary segment,http://purl.org/sig/ont/fma/fma7364,185551.3
http://purl.org/ccf/1.5/f8a20a09-a700-439b-a518-60347cd7b156,VHFLung,Right Medial Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7360,149921.4
http://purl.org/ccf/1.5/f8a20a09-a700-439b-a518-60347cd7b156,VHFLung,Right Lateral Bronchopulmonary Segment,http://purl.org/sig/ont/fma/fma7361,83916.23
http://purl.org/ccf/1.5/1d965182-bf13-4738-af05-72b817121959,VHFRightKidney,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,84566.48
http://purl.org/ccf/1.5/1d965182-bf13-4738-af05-72b817121959,VHFRightKidney,renal pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,3490.235
http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,VHFRightKidney,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,84566.48
http://purl.org/ccf/1.5/4ae53bc8-b6da-4ba9-9030-a93ae44389b9,VHFRightKidney,renal column,http://purl.obolibrary.org/obo/UBERON_0001284,52318.49
http://purl.org/ccf/1.5/4e2e6f98-ec16-4627-a06a-d3cdc282ee1c,VHFRightKidney,renal column,http://purl.obolibrary.org/obo/UBERON_0001284,52318.49
http://purl.org/ccf/1.5/64c5c92d-dc07-40c4-a702-cbef17753fa6,VHFRightKidney,outer cortex of kidney,http://purl.obolibrary.org/obo/UBERON_0002189,84566.48
http://purl.org/ccf/1.5/64c5c92d-dc07-40c4-a702-cbef17753fa6,VHFRightKidney,kidney capsule,http://purl.obolibrary.org/obo/UBERON_0002015,10055.26
http://purl.org/ccf/1.5/6f74a57b-41ce-4581-a206-2e84b58c1c98,VHFRightKidney,renal pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,1702.389
http://purl.org/ccf/1.5/85ad9566-c363-4b61-a522-6576b253d9af,VHFRightKidney,renal pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,2260.912
http://purl.org/ccf/1.5/f66f91f9-c6c5-414d-b784-2faec33e0505,VHFRightKidney,renal pyramid,http://purl.obolibrary.org/obo/UBERON_0004200,3490.235
http://purl.org/ccf/1.5/3b5d2036-3c56-4cf8-808f-462c9e3681e5,VHFRightMammaryGland,Interlobar adipose tissue of right mammary gland,http://purl.org/sig/ont/fma/fma73165,726890.7
http://purl.org/ccf/1.5/6f04ffad-3b9d-4c1c-afc0-fd203b02e5a3,VHFSkin,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,1833227.0
http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,VHFSkin,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,1833227.0
http://purl.org/ccf/1.5/eb92e0e2-838b-4689-b13c-07c3ce31eaf0,VHFSkin,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,1833227.0
http://purl.org/ccf/1.5/ee7b09db-e6f5-4114-a8f8-5a19bb3a07c2,VHFSkin,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,1833227.0
http://purl.org/ccf/1.5/4af4b1bd-c71d-4ade-a9f6-47b2ccc9f5bb,VHFSmallIntestine,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,48943.48
http://purl.org/ccf/1.5/4af4b1bd-c71d-4ade-a9f6-47b2ccc9f5bb,VHFSmallIntestine,distal part of ileum,http://purl.org/sig/ont/fma/fma14966,4170.36
http://purl.org/ccf/1.5/5fa952b1-a5a7-4089-bdc2-7208f71f45be,VHFSmallIntestine,superior part of duodenum,http://purl.org/sig/ont/fma/fma14926,6614.697
http://purl.org/ccf/1.5/5fa952b1-a5a7-4089-bdc2-7208f71f45be,VHFSmallIntestine,descending part of duodenum,http://purl.org/sig/ont/fma/fma14928,4498.966
http://purl.org/ccf/1.5/74c8746d-be53-493d-9a2a-1edbe24f0d16,VHFSmallIntestine,horizontal part of duodenum,http://purl.org/sig/ont/fma/fma14929,4974.074
http://purl.org/ccf/1.5/74c8746d-be53-493d-9a2a-1edbe24f0d16,VHFSmallIntestine,ascending part of duodenum,http://purl.org/sig/ont/fma/fma14930,2636.943
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,VHFSmallIntestine,horizontal part of duodenum,http://purl.org/sig/ont/fma/fma14929,4974.074
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,VHFSmallIntestine,ascending part of duodenum,http://purl.org/sig/ont/fma/fma14930,2636.943
http://purl.org/ccf/1.5/d1085194-4902-4252-95fd-faf03afd9288,VHFSmallIntestine,superior part of duodenum,http://purl.org/sig/ont/fma/fma14926,6614.697
http://purl.org/ccf/1.5/d1085194-4902-4252-95fd-faf03afd9288,VHFSmallIntestine,descending part of duodenum,http://purl.org/sig/ont/fma/fma14928,4498.966
http://purl.org/ccf/1.5/d194f593-af76-4ee7-84a6-00f7531d47cf,VHFSmallIntestine,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,32188.43
http://purl.org/ccf/1.5/d8c8faa2-7e2a-4b74-9531-cd08be659c10,VHFSmallIntestine,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,48943.48
http://purl.org/ccf/1.5/d8c8faa2-7e2a-4b74-9531-cd08be659c10,VHFSmallIntestine,distal part of ileum,http://purl.org/sig/ont/fma/fma14966,4170.36
http://purl.org/ccf/1.5/8d0cbb8e-8afd-4d2b-a1af-8b70b6f2f9b3,VHMAllenBrain,middle temporal gyrus,http://purl.obolibrary.org/obo/UBERON_0002771,21669.13
http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/3156203b-0238-447d-9aae-c4341f2da943,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/39e72b20-77e5-45a5-bb0e-f374ea5894ad,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/7296fad6-bf8e-49da-8f4a-ef76ee4cfeac,VHMHeart,right cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002078,27714.92
http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/87df967f-1311-43ac-a306-04e47d2f4a60,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/886e391d-0151-46d3-8a51-084bf6a06910,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/a0ff0780-d666-42fe-8068-a3b41b1c6aa0,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/bb9dbc76-88b2-43ad-9401-e1e87424efa5,VHMHeart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,31346.06
http://purl.org/ccf/1.5/bb9dbc76-88b2-43ad-9401-e1e87424efa5,VHMHeart,aortic valve,http://purl.obolibrary.org/obo/UBERON_0002137,3027.46
http://purl.org/ccf/1.5/ce5f3bd0-f091-49fe-8fe5-67004848078b,VHMHeart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,73988.45
http://purl.org/ccf/1.5/da28394d-789a-4fba-842a-f8ba5046b221,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/de8bd0bf-7765-44c4-9d22-5ff5c0586816,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/f1790d4b-bbc0-434c-b8ed-f21e8b8be903,VHMHeart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,73988.45
http://purl.org/ccf/1.5/f6512db4-2809-4ffe-864d-ace61789dff6,VHMHeart,right cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002078,27714.92
http://purl.org/ccf/1.5/fdb0d1f7-94d5-4628-b345-dbe4975966fd,VHMHeart,heart left ventricle,http://purl.obolibrary.org/obo/UBERON_0002084,121604.2
http://purl.org/ccf/1.5/fdb0d1f7-94d5-4628-b345-dbe4975966fd,VHMHeart,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,73988.45
http://purl.org/ccf/1.5/fdb0d1f7-94d5-4628-b345-dbe4975966fd,VHMHeart,interventricular septum,http://purl.obolibrary.org/obo/UBERON_0002094,28091.88
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,VHMLargeIntestine,transverse colon,http://purl.obolibrary.org/obo/UBERON_0001157,364972.6
http://purl.org/ccf/1.5/23e9d58a-c93f-414b-baf9-3692ea20fd1c,VHMLargeIntestine,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,119090.4
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,VHMLargeIntestine,sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,80118.31
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,VHMLargeIntestine,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,55500.6
http://purl.org/ccf/1.5/37248725-6ed5-4589-ac5a-9951d1a783e7,VHMLargeIntestine,ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,238660.6
http://purl.org/ccf/1.5/3b2cb9ee-2a6f-4fb3-bc1b-dbd192d3163c,VHMLargeIntestine,ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,238660.6
http://purl.org/ccf/1.5/3c695f26-b7ed-44ad-8e11-894932defa86,VHMLargeIntestine,ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,238660.6
http://purl.org/ccf/1.5/5df04f61-5fcc-4035-92c3-631f772a6ce0,VHMLargeIntestine,ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,238660.6
http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,VHMLargeIntestine,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,119090.4
http://purl.org/ccf/1.5/76a8931b-1c06-4646-8a17-ac7828b6e879,VHMLargeIntestine,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,119090.4
http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,VHMLargeIntestine,transverse colon,http://purl.obolibrary.org/obo/UBERON_0001157,364972.6
http://purl.org/ccf/1.5/82566926-7a8f-43a7-9f6a-ae0c463d7a1d,VHMLargeIntestine,transverse colon,http://purl.obolibrary.org/obo/UBERON_0001157,364972.6
http://purl.org/ccf/1.5/82d414d4-59a7-4a61-9d86-278cb73a3ddd,VHMLargeIntestine,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,119090.4
http://purl.org/ccf/1.5/8e8d9121-3a47-4c89-9e63-aec6659075d2,VHMLargeIntestine,ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,238660.6
http://purl.org/ccf/1.5/91009a1d-ddea-4489-af88-3e32ca47cde7,VHMLargeIntestine,ascending colon,http://purl.obolibrary.org/obo/UBERON_0001156,238660.6
http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,VHMLargeIntestine,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,119090.4
http://purl.org/ccf/1.5/abab52f8-6fd4-4e3f-8f9c-bb9f5f62785f,VHMLargeIntestine,sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,80118.31
http://purl.org/ccf/1.5/abab52f8-6fd4-4e3f-8f9c-bb9f5f62785f,VHMLargeIntestine,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,55500.6
http://purl.org/ccf/1.5/ba9d007b-c5c7-4231-80f9-42403a98a6df,VHMLargeIntestine,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,119090.4
http://purl.org/ccf/1.5/bceacee1-bc17-49ba-ab6f-833a9ccde436,VHMLargeIntestine,transverse colon,http://purl.obolibrary.org/obo/UBERON_0001157,364972.6
http://purl.org/ccf/1.5/c89a4a3c-52d7-4508-86fb-b7e5610cb1e0,VHMLargeIntestine,transverse colon,http://purl.obolibrary.org/obo/UBERON_0001157,364972.6
